organism,seedid,oxygenstat,metabolism,gram,mtype,genes,reactions,metabolites,draftcreator,draftcreated,ncbiid,platform,kingdom,phylum,class,order,family,genus,species,file,strain,kbaseid,id,summary_rank,tax,samples,relative,reads
,,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,,,,Ines Thiele,,,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter,,Mediterraneibacter.json,,,Mediterraneibacter,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_SGB4586,ERR4319989,0.003573690021274418,35.73690021274418
,,Obligate anaerobe,"Saccharolytic, fermentative, acetate converted to butyrate",Negative,Commensal,,,,,,,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,,Roseburia.json,,kb|g.26995,Roseburia,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_faecis,ERR4319989,0.03128890862559591,312.8890862559591
,,Obligate anaerobe,"Proteolytic, few carbohydrates fermented",Positive,Opportunistic pathogen,,,,,,,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile,Clostridioides.json,,,Clostridioides,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Clostridioides|s__Clostridioides_difficile,ERR4319989,0.10000000000000002,1000.0000000000002
Eubacterium desmolans ATCC 43058,,Obligate anaerobe,,Positive,,591.0,1145.0,955.0,Laura Kutt,04/18/16,1408437.0,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Agathobaculum,Agathobaculum desmolans,Agathobaculum.json,Eubacterium desmolans ATCC 43058,kb|g.241166,Agathobaculum,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Agathobaculum|s__Agathobaculum_butyriciproducens,ERR4319989,0.006379396324367798,63.79396324367798
,,,"Saccharolytic, fermentative, acetate converted to butyrate",Structurally positive but stains negative,Commensal,,,,,,,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii,Faecalibacterium.json,,,Faecalibacterium,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_SGB15346,ERR4319989,0.15230823641473074,1523.0823641473073
Flavonifractor plautii ATCC 29863,,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,,744.0,1207.0,970.0,Laura Kutt,04/18/16,411475.0,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flavonifractor,Flavonifractor plautii,Flavonifractor.json,Flavonifractor plautii ATCC 29863,kb|g.26645,Flavonifractor,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_SGB15137,ERR4319989,0.002807442104688364,28.074421046883643
,,Obligate anaerobe,"Saccharolytic, fermentative",,,,,,,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,,Ruminococcus.json,,,Ruminococcus,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_SGB4421,ERR4319989,0.01996616633391109,199.6616633391109
,,Obligate anaerobe,"Saccharolytic, fermentative",Negative,,,,,,,,Kbase,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Mitsuokella,,Mitsuokella.json,,kb|g.241944,Mitsuokella,genus,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Mitsuokella|s__Mitsuokella_multacida,ERR4319989,0.047133956510214285,471.33956510214284
,,Obligate anaerobe,Fermentative,Negative,Commensal,,,,Laura Kutt,04/18/16,,ModelSEED,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,,Dialister.json,,,Dialister,genus,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_hominis,ERR4319989,0.053105873410159425,531.0587341015943
Megasphaera elsdenii DSM 20460,,Obligate anaerobe,"Saccharolytic, fermentative, lactate fermented to propionate",Negative,Commensal,649.0,1206.0,947.0,chenry,09/10/14,1064535.0,ModelSEED,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,Megasphaera.json,Megasphaera elsdenii DSM 20460,,Megasphaera,genus,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_micronuciformis,ERR4319989,0.03879776935030031,387.97769350300314
,,,,Negative,,,,,,,,Kbase,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,,Sutterella.json,,kb|g.27712,Sutterella,genus,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis,ERR4319989,0.013508875912968355,135.08875912968355
,,,,Negative,,,,,,,,,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,Desulfovibrio.json,,kb|g.207114,Desulfovibrio,genus,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_desulfuricans,ERR4319989,0.0037435816023835447,37.43581602383545
,,Facultative anaerobe,,Negative,,,,,,,,Kbase,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,,Escherichia.json,,,Escherichia,genus,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli,ERR4319989,0.0023278184264741565,23.278184264741565
Akkermansia muciniphila ATCC BAA-835,Akkermansia muciniphila ATCC BAA-835 (349741.6),Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,643.0,2274.0,1275.0,Eugen Bauer,08/03/14,349741.0,Kbase,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia muciniphila,Akkermansia.json,Akkermansia muciniphila ATCC BAA-835,,Akkermansia,genus,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_muciniphila,ERR4319989,0.002903562118010641,29.03562118010641
,,,"Saccharolytic, fermentative",Positive,,,,,,,,,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,Bifidobacterium.json,,,Bifidobacterium,genus,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis,ERR4319990,0.050365389302756296,503.65389302756296
,,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,,,,,,,ModelSEED,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,,Collinsella.json,,,Collinsella,genus,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens,ERR4319990,0.02837760307658244,283.7760307658244
Adlercreutzia equolifaciens DSM 19450,,Obligate anaerobe,"Asaccharolytic, nonfermentative",Positive,Commensal,590.0,942.0,813.0,chenry,09/09/14,1384484.0,Kbase,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,Adlercreutzia equolifaciens,Adlercreutzia.json,Adlercreutzia equolifaciens DSM 19450,,Adlercreutzia,genus,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens,ERR4319990,0.0016786218096587924,16.786218096587923
,,,"Saccharolytic, fermentative",Negative,Commensal,,,,,,,,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,Bacteroides.json,,,Bacteroides,genus,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_acidifaciens,ERR4319990,0.1728718546776625,1728.718546776625
Barnesiella intestinihominis YIT 11860,Barnesiella intestinihominis YIT 11860 (742726.3),Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,622.0,2235.0,1282.0,chenry,09/10/14,742726.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella intestinihominis,Barnesiella.json,Barnesiella intestinihominis YIT 11860,kb|g.27473,Barnesiella,genus,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_intestinihominis,ERR4319990,0.020013465274653117,200.13465274653117
,Butyricimonas synergistica DSM 23225 (1121129.3),Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,,,,chenry,04/15/16,,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,,Butyricimonas.json,,,Butyricimonas,genus,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_faecalis,ERR4319990,0.0012574162352061342,12.574162352061343
,,Obligate anaerobe,,Negative,Commensal,,,,,,,ModelSEED,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,,Odoribacter.json,,kb|g.27487,Odoribacter,genus,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_laneus,ERR4319990,0.0025656123302764846,25.656123302764847
,,Obligate anaerobe,"Saccharolytic, fermentative",Negative,,,,,Laura Kutt,04/17/16,,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella,,Paraprevotella.json,,,Paraprevotella,genus,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_clara,ERR4319990,0.015410564966624268,154.10564966624267
,,Nanaerobe,,Negative,,,,,,,,,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,,Prevotella.json,,,Prevotella,genus,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_bivia,ERR4319990,0.24334532015187157,2433.4532015187156
,,Obligate anaerobe,,Negative,,,,,,,,,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,,Alistipes.json,,,Alistipes,genus,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_communis,ERR4319990,0.06272488647880217,627.2488647880217
,,,"Saccharolytic, fermentative",Negative,Commensal,,,,,,,,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,,Parabacteroides.json,,,Parabacteroides,genus,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis,ERR4319990,0.01203760631699081,120.3760631699081
,,,,,,,,,,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,Clostridium.json,,,Clostridium,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB4751,ERR4319990,0.013461901207455981,134.6190120745598
,,Obligate anaerobe,,Positive,Commensal,,,,,,,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,,Eubacterium.json,,,Eubacterium,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_callanderi,ERR4319990,0.008335807985373499,83.35807985373499
,Eubacterium hallii DSM 3353 (411469.3),Obligate anaerobe,,Positive,Commensal,,,,,,,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,,Anaerobutyricum.json,,,Anaerobutyricum,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerobutyricum|s__Anaerobutyricum_hallii,ERR4319990,0.0016071023859763488,16.07102385976349
,,Obligate anaerobe,,Positive,Commensal,,,,,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,,Anaerostipes.json,,,Anaerostipes,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_caccae,ERR4319990,0.0016311560038067671,16.31156003806767
,,Obligate anaerobe,,Positive,Commensal,,,,,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,,Blautia.json,,,Blautia,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_SGB4805,ERR4319990,0.04526666375251642,452.6666375251642
,,Obligate anaerobe,"Saccharolytic, fermentative",Positive,,,,,,,,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,,Coprococcus.json,,kb|g.3102,Coprococcus,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus,ERR4319990,0.007721425133500548,77.21425133500549
,,Obligate anaerobe,"Saccharolytic, fermentative",Positive,,,,,,,,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,,Dorea.json,,kb|g.1356,Dorea,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans,ERR4319990,0.010612776901684965,106.12776901684965
,,Obligate anaerobe,,,,,,,,,,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,,Enterocloster.json,,,Enterocloster,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_aldensis,ERR4319990,0.001597908558716722,15.979085587167221
,Eubacterium eligens ATCC 27750 (515620.4),Obligate anaerobe,"Saccharolytic, fermentative",,Commensal,,,,Laura Kutt,,,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,,Lachnospira.json,,,Lachnospira,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_SGB5076,ERR4319990,0.00452036967262848,45.2036967262848
,,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,,,,Ines Thiele,,,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter,,Mediterraneibacter.json,,,Mediterraneibacter,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_SGB4586,ERR4319990,0.01048727046909425,104.8727046909425
,,Obligate anaerobe,"Saccharolytic, fermentative, acetate converted to butyrate",Negative,Commensal,,,,,,,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,,Roseburia.json,,kb|g.26995,Roseburia,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_faecis,ERR4319990,0.017001631607380337,170.01631607380338
,,Obligate anaerobe,"Proteolytic, few carbohydrates fermented",Positive,Opportunistic pathogen,,,,,,,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile,Clostridioides.json,,,Clostridioides,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Clostridioides|s__Clostridioides_difficile,ERR4319990,0.09999999999999999,999.9999999999999
Eubacterium desmolans ATCC 43058,,Obligate anaerobe,,Positive,,591.0,1145.0,955.0,Laura Kutt,04/18/16,1408437.0,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Agathobaculum,Agathobaculum desmolans,Agathobaculum.json,Eubacterium desmolans ATCC 43058,kb|g.241166,Agathobaculum,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Agathobaculum|s__Agathobaculum_butyriciproducens,ERR4319990,0.004936229998674378,49.36229998674378
,,,"Saccharolytic, fermentative, acetate converted to butyrate",Structurally positive but stains negative,Commensal,,,,,,,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii,Faecalibacterium.json,,,Faecalibacterium,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_SGB15346,ERR4319990,0.03942591081845018,394.25910818450177
,,Obligate anaerobe,"Saccharolytic, fermentative",,,,,,,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,,Ruminococcus.json,,,Ruminococcus,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_SGB4421,ERR4319990,0.03271463072885907,327.1463072885907
,,Obligate anaerobe,,Negative,,,,,,,,Kbase,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus,,Acidaminococcus.json,,kb|g.2555,Acidaminococcus,genus,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_intestini,ERR4319990,0.02233629642229458,223.3629642229458
Phascolarctobacterium succinatutens YIT 12067,Phascolarctobacterium sp. YIT 12067 (626939.3),Obligate anaerobe,"Asaccharolytic, ferments only succinate",Negative,Commensal,560.0,1019.0,833.0,Ines Thiele,06/29/12,626939.0,ModelSEED,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium succinatutens,Phascolarctobacterium.json,Phascolarctobacterium succinatutens YIT 12067,,Phascolarctobacterium,genus,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_faecium,ERR4319990,0.0031735808840613246,31.735808840613245
Megasphaera elsdenii DSM 20460,,Obligate anaerobe,"Saccharolytic, fermentative, lactate fermented to propionate",Negative,Commensal,649.0,1206.0,947.0,chenry,09/10/14,1064535.0,ModelSEED,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,Megasphaera.json,Megasphaera elsdenii DSM 20460,,Megasphaera,genus,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_micronuciformis,ERR4319990,0.017236929442245898,172.36929442245898
,,,,Negative,,,,,,,,Kbase,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,,Sutterella.json,,kb|g.27712,Sutterella,genus,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis,ERR4319990,0.008583186081638336,85.83186081638337
Bilophila wadsworthia 3_1_6,Bilophila wadsworthia 3_1_6 (563192.3),Obligate anaerobe,"Only anaerobic respiration, nonfermentative, asaccharolytic",Negative,Commensal,819.0,1386.0,1081.0,Ines Thiele,06/29/12,563192.0,ModelSEED,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Bilophila,Bilophila wadsworthia,Bilophila.json,Bilophila wadsworthia 3_1_6,,Bilophila,genus,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_SGB69261,ERR4319990,0.011518048171853774,115.18048171853773
,,,,Negative,,,,,,,,,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,Desulfovibrio.json,,kb|g.207114,Desulfovibrio,genus,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_desulfuricans,ERR4319990,0.013127609372097233,131.27609372097234
,,Facultative anaerobe,,Negative,,,,,,,,Kbase,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,,Escherichia.json,,,Escherichia,genus,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli,ERR4319990,0.0029360380448649266,29.360380448649266
Akkermansia muciniphila ATCC BAA-835,Akkermansia muciniphila ATCC BAA-835 (349741.6),Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,643.0,2274.0,1275.0,Eugen Bauer,08/03/14,349741.0,Kbase,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia muciniphila,Akkermansia.json,Akkermansia muciniphila ATCC BAA-835,,Akkermansia,genus,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_muciniphila,ERR4319990,0.008765352147340703,87.65352147340703
,,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,,,,,,,ModelSEED,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,,Collinsella.json,,,Collinsella,genus,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens,ERR4319992,0.017221062651238003,172.21062651238003
,,Nanaerobe,Asaccharolytic,Positive,Commensal,,,,,,,ModelSEED,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,,Eggerthella.json,,kb|g.1738,Eggerthella,genus,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_lenta,ERR4319992,0.0033008589745060035,33.008589745060036
,,,"Saccharolytic, fermentative",Negative,Commensal,,,,,,,,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,Bacteroides.json,,,Bacteroides,genus,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_acidifaciens,ERR4319992,0.6436289857066948,6436.289857066948
,,Obligate anaerobe,,Negative,Commensal,,,,,,,ModelSEED,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,,Odoribacter.json,,kb|g.27487,Odoribacter,genus,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_laneus,ERR4319992,0.002573960877858948,25.73960877858948
,,,"Saccharolytic, fermentative",Negative,Commensal,,,,,,,,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,,Parabacteroides.json,,,Parabacteroides,genus,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis,ERR4319992,0.057925444682729914,579.2544468272991
,Clostridium hathewayi 12489931 (999412.4),Obligate anaerobe,"Saccharolytic, fermentative",Negative,,,,,Laura Kutt,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Hungatella,Hungatella hathewayi,Hungatella.json,,,Hungatella,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Hungatella|s__Hungatella_hathewayi,ERR4319992,0.013668665970924077,136.68665970924079
,,Obligate anaerobe,,Positive,Commensal,,,,,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,,Blautia.json,,,Blautia,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_SGB4805,ERR4319992,0.04817491809733515,481.7491809733515
,,Obligate anaerobe,,,,,,,,,,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,,Enterocloster.json,,,Enterocloster,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_aldensis,ERR4319992,0.01320563398587872,132.0563398587872
,,,,,Commensal,,,,,,,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,,Lachnoclostridium.json,,,Lachnoclostridium,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_hylemonae,ERR4319992,0.010604435932428869,106.04435932428869
,,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,,,,Ines Thiele,,,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter,,Mediterraneibacter.json,,,Mediterraneibacter,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_SGB4586,ERR4319992,0.05175436081516566,517.5436081516566
,,Obligate anaerobe,"Proteolytic, few carbohydrates fermented",Positive,Opportunistic pathogen,,,,,,,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile,Clostridioides.json,,,Clostridioides,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Clostridioides|s__Clostridioides_difficile,ERR4319992,0.10000000000000002,1000.0000000000002
Flavonifractor plautii ATCC 29863,,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,,744.0,1207.0,970.0,Laura Kutt,04/18/16,411475.0,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flavonifractor,Flavonifractor plautii,Flavonifractor.json,Flavonifractor plautii ATCC 29863,kb|g.26645,Flavonifractor,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_SGB15137,ERR4319992,0.02120925414100638,212.0925414100638
